hrv_id,focus_id,hrv_data,hrv_rawdata,timestamp
1,7,69.4,"{'SDNN': 36.0, 'RMSSD': 28.7}",14:27
2,7,62.8,"{'SDNN': 31.2, 'RMSSD': 33.2}",14:28
3,7,61.3,"{'SDNN': 32.5, 'RMSSD': 31.1}",14:29
4,7,59.9,"{'SDNN': 32.6, 'RMSSD': 31.0}",14:30
5,7,62.6,"{'SDNN': 37.4, 'RMSSD': 33.0}",14:31
6,7,59.8,"{'SDNN': 37.2, 'RMSSD': 29.7}",14:32
7,7,70.3,"{'SDNN': 35.2, 'RMSSD': 33.0}",14:33
8,7,66.5,"{'SDNN': 32.4, 'RMSSD': 33.6}",14:34
9,7,60.5,"{'SDNN': 35.1, 'RMSSD': 32.3}",14:35
10,7,61.2,"{'SDNN': 35.2, 'RMSSD': 34.2}",14:36
11,7,61.8,"{'SDNN': 34.0, 'RMSSD': 32.0}",14:37
12,7,64.8,"{'SDNN': 35.8, 'RMSSD': 29.6}",14:38
13,7,68.3,"{'SDNN': 38.6, 'RMSSD': 32.6}",14:39
14,7,62.8,"{'SDNN': 35.6, 'RMSSD': 29.9}",14:40
15,7,70.2,"{'SDNN': 34.4, 'RMSSD': 34.9}",14:41
16,7,62.4,"{'SDNN': 33.3, 'RMSSD': 30.5}",14:42
17,7,67.1,"{'SDNN': 34.1, 'RMSSD': 33.1}",14:43
18,7,67.5,"{'SDNN': 35.7, 'RMSSD': 32.7}",14:44
19,7,69.8,"{'SDNN': 34.8, 'RMSSD': 36.1}",14:45
20,7,73.4,"{'SDNN': 36.1, 'RMSSD': 32.9}",14:46
21,7,71.0,"{'SDNN': 37.1, 'RMSSD': 31.7}",14:47
22,7,64.7,"{'SDNN': 42.1, 'RMSSD': 31.4}",14:48
23,7,73.9,"{'SDNN': 40.1, 'RMSSD': 33.5}",14:49
24,7,72.9,"{'SDNN': 42.0, 'RMSSD': 32.7}",14:50
25,7,71.1,"{'SDNN': 39.1, 'RMSSD': 35.6}",14:51
26,7,63.0,"{'SDNN': 42.6, 'RMSSD': 36.9}",14:52
27,7,73.9,"{'SDNN': 42.3, 'RMSSD': 32.9}",14:53
28,7,74.5,"{'SDNN': 38.7, 'RMSSD': 37.4}",14:54
29,7,74.6,"{'SDNN': 39.5, 'RMSSD': 33.3}",14:55
30,7,72.2,"{'SDNN': 40.3, 'RMSSD': 36.0}",14:56
31,7,71.2,"{'SDNN': 39.8, 'RMSSD': 37.8}",14:57
32,7,72.6,"{'SDNN': 39.0, 'RMSSD': 37.6}",14:58
33,7,72.3,"{'SDNN': 41.5, 'RMSSD': 38.5}",14:59
34,7,74.0,"{'SDNN': 43.0, 'RMSSD': 38.0}",15:0
35,7,73.8,"{'SDNN': 36.8, 'RMSSD': 39.2}",15:1
36,7,66.7,"{'SDNN': 44.0, 'RMSSD': 34.1}",15:2
37,7,72.1,"{'SDNN': 37.2, 'RMSSD': 39.9}",15:3
38,7,65.3,"{'SDNN': 41.8, 'RMSSD': 34.6}",15:4
39,7,70.4,"{'SDNN': 40.9, 'RMSSD': 39.4}",15:5
40,7,69.5,"{'SDNN': 38.8, 'RMSSD': 40.3}",15:6
41,7,65.4,"{'SDNN': 42.1, 'RMSSD': 40.7}",15:7
42,7,72.6,"{'SDNN': 40.3, 'RMSSD': 40.5}",15:8
43,7,69.1,"{'SDNN': 37.8, 'RMSSD': 40.0}",15:9
44,7,76.7,"{'SDNN': 42.6, 'RMSSD': 37.3}",15:10
45,7,73.9,"{'SDNN': 44.4, 'RMSSD': 39.3}",15:11
46,7,76.5,"{'SDNN': 44.0, 'RMSSD': 39.7}",15:12
47,7,75.3,"{'SDNN': 38.1, 'RMSSD': 38.5}",15:13
48,7,69.8,"{'SDNN': 44.3, 'RMSSD': 38.5}",15:14
49,7,76.3,"{'SDNN': 41.8, 'RMSSD': 40.3}",15:15
50,7,76.0,"{'SDNN': 43.0, 'RMSSD': 40.7}",15:16
51,7,72.3,"{'SDNN': 42.1, 'RMSSD': 39.0}",15:17
52,7,78.0,"{'SDNN': 39.0, 'RMSSD': 39.0}",15:18
53,7,70.7,"{'SDNN': 40.8, 'RMSSD': 38.1}",15:19
54,7,74.1,"{'SDNN': 40.6, 'RMSSD': 43.3}",15:20
55,7,72.8,"{'SDNN': 39.7, 'RMSSD': 37.9}",15:21
56,7,68.8,"{'SDNN': 46.1, 'RMSSD': 43.2}",15:22
57,7,70.5,"{'SDNN': 43.2, 'RMSSD': 43.0}",15:23
58,7,78.6,"{'SDNN': 43.8, 'RMSSD': 40.9}",15:24
59,7,67.8,"{'SDNN': 44.7, 'RMSSD': 42.3}",15:25
60,7,69.2,"{'SDNN': 41.8, 'RMSSD': 41.6}",15:26
61,7,71.7,"{'SDNN': 42.5, 'RMSSD': 42.5}",15:27
62,7,73.8,"{'SDNN': 46.4, 'RMSSD': 44.1}",15:28
63,7,78.5,"{'SDNN': 45.8, 'RMSSD': 40.2}",15:29
64,7,80.2,"{'SDNN': 46.1, 'RMSSD': 43.8}",15:30
65,7,78.6,"{'SDNN': 45.2, 'RMSSD': 44.8}",15:31
66,7,69.5,"{'SDNN': 41.5, 'RMSSD': 45.2}",15:32
67,7,69.1,"{'SDNN': 46.8, 'RMSSD': 44.4}",15:33
68,7,77.9,"{'SDNN': 44.1, 'RMSSD': 41.5}",15:34
69,7,69.9,"{'SDNN': 42.4, 'RMSSD': 46.5}",15:35
70,7,78.6,"{'SDNN': 42.2, 'RMSSD': 41.4}",15:36
71,7,76.0,"{'SDNN': 43.4, 'RMSSD': 44.5}",15:37
72,7,79.8,"{'SDNN': 44.8, 'RMSSD': 44.6}",15:38
73,7,77.8,"{'SDNN': 44.1, 'RMSSD': 46.3}",15:39
74,7,71.5,"{'SDNN': 48.8, 'RMSSD': 44.0}",15:40
75,7,76.5,"{'SDNN': 48.4, 'RMSSD': 42.0}",15:41
76,7,82.2,"{'SDNN': 43.0, 'RMSSD': 44.1}",15:42
77,7,75.7,"{'SDNN': 44.3, 'RMSSD': 47.4}",15:43
78,7,78.6,"{'SDNN': 46.9, 'RMSSD': 43.3}",15:44
79,7,70.9,"{'SDNN': 47.6, 'RMSSD': 46.3}",15:45
80,7,82.0,"{'SDNN': 45.2, 'RMSSD': 46.5}",15:46
81,7,74.6,"{'SDNN': 45.2, 'RMSSD': 43.2}",15:47
82,7,78.1,"{'SDNN': 49.5, 'RMSSD': 44.8}",15:48
83,7,72.5,"{'SDNN': 45.3, 'RMSSD': 46.5}",15:49
84,7,76.8,"{'SDNN': 43.8, 'RMSSD': 47.4}",15:50
85,7,79.6,"{'SDNN': 49.5, 'RMSSD': 46.3}",15:51
86,7,83.6,"{'SDNN': 50.1, 'RMSSD': 49.1}",15:52
87,7,81.8,"{'SDNN': 44.7, 'RMSSD': 44.9}",15:53
88,7,73.1,"{'SDNN': 50.3, 'RMSSD': 48.6}",15:54
89,7,73.0,"{'SDNN': 52.0, 'RMSSD': 46.3}",15:55
90,7,79.8,"{'SDNN': 44.5, 'RMSSD': 49.2}",15:56
91,7,74.0,"{'SDNN': 49.9, 'RMSSD': 49.9}",15:57
92,7,80.1,"{'SDNN': 52.6, 'RMSSD': 51.1}",15:58
93,7,80.5,"{'SDNN': 47.4, 'RMSSD': 47.2}",15:59
94,7,78.1,"{'SDNN': 45.7, 'RMSSD': 48.8}",15:60
95,7,84.9,"{'SDNN': 52.8, 'RMSSD': 50.4}",15:61
96,7,81.8,"{'SDNN': 49.2, 'RMSSD': 50.6}",15:62
97,7,77.7,"{'SDNN': 49.2, 'RMSSD': 47.6}",15:63
98,7,76.5,"{'SDNN': 45.7, 'RMSSD': 49.4}",15:64
99,7,84.1,"{'SDNN': 47.4, 'RMSSD': 48.2}",15:65
